A. Organization Codes,,B. Fire_Information,,,C. Plot Characteristics,,,,,,,,D. Location Information,,,,,,E. Biophysical Setting,,,,,,F. Vegetation and Ground Cover (GC) Characteristics (%Cover),,,,,,,,,,,,,,,G. Species Dominance,,,,,,H. Potential Vegetation,,I. Ground Cover (GC) Information,,,,,,,,,,J. Site Photos and Notes,,,,,,K. CBI results from FIRESEV CBI-Modified Form (specifically designed for FIRESEV data collection),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L. CBI Index Values by Stratum and fuels (calculated from percentages in FIRESEV form for the Key and Benson 2007 CBI form),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M. FIREHARM_CBI_Estimates,,N. GeoCBI Estimates,
Organization,Project,FireDate,FireName,State,PlotID,Collection Date,FIRESEV_Examiner,Measurement_Units,Plot_Radius,Plot_Type,SampleEvent,LocType,Northing,Easting,UTM_Zone,Datum,GPS_Error,GPS_Err_Units,Elev,Aspect,Slope,Landform,Vertical_Slope_Shape,Horizontal_Slope_Shape,TotalTreeCover,SeedlingTreeCover,SaplingTreeCover,PoleTreeCover,MediumTreeCover,LargeTreeCover,VeryLargeTreeCover,TotalShrubCover,LowShrubCover,MediumShrubCover,TallShrubCover,GraminoidCover,ForbCover,FernCover,MossCover,UpperDominantSpecies1,UpperDominantSpecies2,MidDominantSpecies1,MidDominantSpecies2,LowerDominantSpecies1,LowerDominantSpecies2,PotentialVegTypeID,PotentialLifeform,BareSoilGC,GravelGC,RockGC,DuffGC,WoodGC,MossAndLichenGC,CharredGC,AshGC,BasalVegetationGC,WaterGC,Photo1 North-facing,Photo2 North-facing,Local1,Local2,Photo_Comments,FIRESEV_Comments,Plot_AreaBurned,A_FCovPre,A_FCovPost,A_Litter,A_Duff,A_FineFuel,A_LargeFuel,A_SoilRockCovCol,A_GreenBrown,A_GrayBlack,A_Red,B_FCov_Pre,B_FCov_Post,B_Altered,B_PctLive,B_Comp,B_Twig,B_TwgSpp,B1_FCov_Pre,B1_FCov_Post,B1_Altered,B1_PctLive,B1_Comp,B2_FCov_Pre,B2_FCov_Post,B2_Altered,B2_PctLive,B2_Comp,B2_Twig,B2_TwgSpp,C_FCov_Pre,C_FCov_Post,C_Altered,C_PctLive,C_CovChange,C_Comp,C_Twig,C_TwgSpp,D_FCov_Pre,D_FCov_Post,D_Green,D_BlackBrown,D_PctLive,D_Twig,D_TwgSpp,E_FCov_Pre,E_FCov_Post,E_Green,E_BlackBrown,E_PctLive,F_FCov_Pre,F_FCov_Post,F_Green,F_BlackBrown,F_PctLive,FIRESEV_Burn_Severity_Comments,LS_BurnSev,FIRESEV_Burn_Severity_FH_Overall,FH_Overstory,FH_Fuel,FH_Soil,EVT_pre,EVT_post,SS_pre,SS_post,ESP,A_Litter_cbi,A_Duff_cbi,A_FineFuel_cbi,A_LargeFuel_cbi,A_SoilColFracCov_cbi,cbi_A,B_Altered_cbi,B_PctLive_cbi,B_Comp_cbi,cbi_B_t,cbi_B,B1_Altered_cbi,B1_PctLive_cbi,B1_Comp_cbi,cbi_B1,B2_Altered_cbi,B2_PctLive_cbi,B2_Comp_cbi,cbi_B2_t,cbi_B2,C_Altered_cbi,C_PctLive_cbi,C_Comp_cbi,cbi_C_t,cbi_C,D_Green_cbi,D_BlackBrown_cbi,D_PctLive_cbi,cbi_D_t,cbi_D,E_Green_cbi,E_BlackBrown_cbi,E_PctLive_cbi,cbi_E,F_Green_cbi,F_BlackBrown_cbi,F_PctLive_cbi,cbi_F,cbi_tot_t,cbi_tot,FIRESEV_Cbi_calc_FH_Overall,FH_Average,GeoCBI_post,GeoCBI_pre
MFSL,FIRESEV,6/9/2010,cutoff,TX,18219,4/15/2011,leirfallom,,37.20000076,,,U,3539554,514589,13,WGS84,5,m,1997,30,40,VAL,LI,LI,10,0,0,10,0,0,0,10,10,0,0,10,3,0,0.5,PIPO,,,,ROSA,,,CF,3,10,30,50,3,0.5,3,0,0.5,0,18219_N_Ground.JPG,18219_N_Stand.JPG,,,,,98,50,50,90,40,30,,10,90,10,0,10,10,98,90,L,0,RIBES,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,60,40,,,,,,,MS,2,2,2,1,2059,2059,PO,PO,1059,2.754820937,1.224364861,0.918273645546373,NA,0.306091215,1.300887665,2.99969390878482,0.306091215182124,1,1.07644628099174,1.43526170798898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83654729109275,1.83654729109275,1.83654729109275,1.83654729109275,NA,NA,NA,NA,1.404627079,1.524232221,2,1.666666667,1.528588919,1.52858891949801
MFSL,FIRESEV,6/9/2010,cutoff,TX,18220,4/15/2011,leirfallom,,37.20000076,,,U,3539659,514856,13,WGS84,5,m,1965,152,11,VAL,LI,PA,0,0,0,0,0,0,0,3,3,0,0,30,20,0,0.5,,,,,AGROP2,,,SU,10,30,30,10,0.5,0.5,10,0,0.5,0,18220_N_Ground.JPG,18220_N_Stand.JPG,,,,,98,40,50,90,90,70,,80,30,70,0,50,40,98,90,L,,,50,40,98,90,L,,,,,,,,10,3,98,0,-90,H,0,QUERC,,,,,,,,,,,,,,,,,,,SR,2,3,2,2,2116,2149,SH,SH,1119,2.754820937,2.754820937,2.14263850627487,NA,2.142638506,2.448729721,2.99969390878482,0.306091215182124,1,1.43526170798898,1.43526170798898,2.99969390878482,0.306091215182124,1,1.43526170798898,NA,NA,NA,NA,NA,2.99969390878482,3.06091215182124,3,2.26515151515152,3.02020202020202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.049714315,2.301397817,2,2.333333333,1.852015254,1.81118253239465
MFSL,FIRESEV,6/9/2010,cutoff,TX,18221,4/15/2011,sparks,,37.20000076,,,U,3539964,516048,13,WGS84,4.1,m,1925,310,25,UMF,LI,CV,20,0.5,0.5,10,10,0,0,3,3,0,0,50,0.5,0,0.5,JUDE2,,,,AGROP2,,,CF,20,20,30,20,3,0.5,10,0,0.5,0,18221_N_Ground.JPG,18221_N_Stand.JPG,,,,,80,30,50,70,50,50,,40,80,20,0,40,30,90,80,U,0,QUERC,,,,,,,,,,,,,10,3,98,50,-70,M,0,JUDE2,10,10,50,50,98,0,JUDE2,10,10,60,40,98,,,,,,,MS,2,1,2,2,2025,2025,MA,MA,1025,2.142638506,1.530456076,1.53045607591062,NA,0.61218243,1.453933272,2.75482093663912,0.612182430364248,0,0.841750841750842,1.12233445566779,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99969390878482,1.53045607591062,2,1.63253749617386,2.17671666156515,1.53045607591062,1.53045607591062,0.0612182430364249,0.780532598714417,1.04071013161922,1.2243648607285,1.2243648607285,0.0612182430364249,0.836649321497806,NA,NA,NA,NA,1.109080706,1.326068768,2,1.666666667,1.278353804,1.29052137536986
MFSL,FIRESEV,6/9/2010,cutoff,TX,18222,4/16/2011,sparks,,37.20000076,,,U,3539877,516099,13,WGS84,3.7,m,1957,290,28,UMF,LI,LI,10,0.5,0,10,0,0,0,10,10,0,0,40,0.5,0,0.5,JUDE2,,,,AGROP2,QUERC,,CF,30,20,30,20,0.5,0.5,3,0,0.5,0,18222_N_Ground.JPG,18222_N_Stand.JPG,,,,,90,30,60,80,70,80,,98,70,30,0,50,30,90,70,L,0,QUERC,,,,,,,,,,,,,10,3,98,90,-70,U,0,QUERC,10,3,10,90,30,0,JUDE2,,,,,,,,,,,,MS,3,3,3,2,2025,2149,PO,HE,1025,2.448729721,2.142638506,2.44872972145699,NA,0.918273646,1.989592899,2.75482093663912,0.918273645546373,1,1.16827364554637,1.55769819406183,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99969390878482,0.306091215182124,0,0.826446280991735,1.10192837465565,2.75482093663912,2.75482093663912,2.14263850627487,1.91307009488828,2.5507601265177,NA,NA,NA,NA,NA,NA,NA,NA,1.47434573,1.799994898,3,2.666666667,1.844422763,1.74099581675339
MFSL,FIRESEV,6/9/2010,cutoff,TX,18223,4/16/2011,sparks,,37.20000076,,,U,3539723,516082,13,WGS84,3,m,1967,290,35,UMF,LI,CC,10,0,0,10,0,0,0,3,3,0,0,30,0.5,0,0.5,JUDE2,,,,AGROP2,,,CF,20,30,30,10,10,0.5,3,0,0.5,0,18223_N_Ground.JPG,18223_N_Stand.JPG,,,,,60,40,50,50,40,20,10,30,90,10,0,50,40,80,80,L,0,QUERC,,,,,,,,,,,,,,,,,,,,,10,10,60,40,80,0,JUDE2,,,,,,,,,,,,MS,1,1,2,1,2025,2025,PO,PO,1025,1.530456076,1.224364861,0.612182430364248,0.306091215182124,0.306091215,0.795837159,2.44872972145699,0.612182430364248,1,1.01522803795531,1.35363738394041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2243648607285,1.2243648607285,0.612182430364248,0.765228037955311,1.02030405060708,NA,NA,NA,NA,NA,NA,NA,NA,0.858764412,1.056592865,1,1.333333333,1.041403938,1.09718396082032
MFSL,FIRESEV,6/9/2010,cutoff,TX,18224,4/16/2011,sparks,,37.20000076,,,U,3539560,515394,13,WGS84,3,m,1946,90,2,UMF,LI,LI,0,0,0,0,0,0,0,0,0,0,0,50,10,0,0.5,,,,,,,,SU,50,0.5,0,50,0.5,0.5,3,0,0.5,0,18224_N_Ground.JPG,18224_N_Stand.JPG,,,,,98,40,50,70,70,,,60,60,40,0,60,50,98,60,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS,2,3,2,2,2149,2149,HE,HE,1025,2.142638506,2.142638506,NA,NA,1.224364861,1.836547291,2.99969390878482,1.2243648607285,2,2.07468625650444,2.07468625650444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.955616774,1.955616774,2,2.333333333,1.955616774,1.97943067033976
MFSL,FIRESEV,6/6/2010,aspen,AZ,19701,4/17/2011,sparks,,37.20000076,,,U,3670333,221470,13,WGS84,4,m,2456,250,15,UMF,LI,LI,20,0,0,10,10,0,0,10,3,10,0,10,0.5,0,0.5,PIPO,,,,AGROP2,,,CF,20,10,20,30,10,0.5,10,0,0.5,0,19701_N_Ground.JPG,19701_N_Stand.JPG,,,,,98,40,70,70,80,80,50,98,60,30,3,30,10,98,50,L,0,QUERC,,,,,,,,,,,,,20,3,98,60,-80,U,0,QUERC,,,,,,,,10,10,50,50,90,,,,,,,MS,2,2,3,2,2051,2051,PO,PO,1051,2.142638506,2.448729721,2.44872972145699,1.53045607591062,1.01010101,1.916131007,2.99969390878482,1.53045607591062,1,1.38253749617386,1.84338332823181,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99969390878482,1.2243648607285,0,1.05601469237833,1.40801958983777,NA,NA,NA,NA,NA,1.53045607591062,1.53045607591062,0.306091215182124,1.12233445566779,NA,NA,NA,NA,1.369254413,1.572467095,2,2.333333333,1.806563517,1.71330476481992
MFSL,FIRESEV,6/6/2010,aspen,AZ,19702,9/17/2011,sparks,,37.20000076,,,U,3669914,221511,13,WGS84,4,m,2477,300,15,UMF,CC,CV,0.5,0.5,0.5,0,0,0,0,0,0,0,0,50,0.5,0,10,,,,,AGROP2,,,CF,20,30,3,20,10,10,10,0,0.5,0,19702_N_Ground.JPG,19702_N_Stand.JPG,,,,reburn of old fire,98,60,70,80,70,60,50,40,50,50,0,40,30,98,40,M,,,40,30,98,40,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"reburn of old fire, <20 years prior",MS,3,3,2,3,2146,2146,SE,HE,1051,2.448729721,2.142638506,1.83654729109275,1.53045607591062,1.530456076,1.897765534,2.99969390878482,1.83654729109275,2,2.27874706662585,2.27874706662585,2.99969390878482,1.83654729109275,2,2.27874706662585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0882563,2.0882563,3,2.666666667,2.073603165,2.11546926698442
MFSL,FIRESEV,6/6/2010,aspen,AZ,19703,4/17/2011,sparks,,37.20000076,,,U,3670003,221877,13,WGS84,5,m,2520,255,35,UMF,LI,LI,0.5,0.5,0,0,0,0,0,30,3,30,0.5,3,0.5,0,3,,,QUERC,,QUERC,,,CF,10,20,30,20,10,3,10,0,0.5,0,19703_N_Ground.JPG,19703_N_Stand.JPG,,,19703_Extra1.JPG,reburn of old fire,80,30,60,70,70,50,20,50,80,20,0,30,20,70,70,L,0,QUERC,20,10,80,70,L,10,3,50,80,U,0,QUERC,40,20,60,80,-50,U,0,QUERC,,,,,,,,,,,,,,,,,,reburn of old fire,MS,2,2,2,2,2107,2107,SH,SH,1051,2.142638506,2.142638506,1.53045607591062,0.612182430364248,0.61218243,1.40801959,2.14263850627487,0.918273645546373,1,1.01522803795531,1.35363738394041,2.44872972145699,0.918273645546373,1,1.45566778900112,1.53045607591062,0.612182430364248,0,0.535659626568717,0.714212835424957,1.83654729109275,0.612182430364248,0,0.612182430364248,0.816243240485665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.011810019,1.192633405,2,2,1.27945225,1.16734556128496
MFSL,FIRESEV,6/6/2010,aspen,AZ,19704,4/17/2011,sparks,,37.20000076,,,U,3670392,222241,13,WGS84,6,m,2623,45,40,UMF,LI,LI,50,10,3,3,20,20,0,0,0,0,0,3,0.5,0,0.5,PSME,PIPO,PSME,,PSME,,,CF,3,0.5,3,80,10,0.5,3,0,0.5,0,19704_N_Ground.JPG,19704_N_Stand.JPG,,,,,60,30,50,30,10,30,10,20,70,30,0,20,10,60,80,L,,,,,,,,,,,,,,,10,3,50,50,-40,U,0,PSME,,,,,,,,10,3,50,50,50,30,30,90,10,98,,NLS,1,0,1,1,2051,2051,MA,MA,1051,0.918273646,0.306091215,0.918273645546373,0.306091215182124,0.918273646,0.673400673,1.83654729109275,0.612182430364248,1,1.149576573819,1.149576573819,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53045607591062,1.53045607591062,0,0.765228037955311,1.02030405060708,NA,NA,NA,NA,NA,1.53045607591062,1.53045607591062,1.53045607591062,1.53045607591062,0.306091215182124,0.306091215182124,0.0612182430364249,0.224466891133558,0.86862565,0.919640853,1,0.666666667,0.620334235,0.754351596775839
MFSL,FIRESEV,6/6/2010,aspen,AZ,19705,4/17/2011,sparks,,37.20000076,,,U,3670594,222085,13,WGS84,5,m,2578,95,30,UMF,LI,LI,40,0.5,3,30,10,0,0,0,0,0,0,0.5,3,0,0.5,PIPO,QUERC,QUERC,,,,,CF,10,0.5,10,70,10,0.5,3,0,0.5,0,19705_N_Ground.JPG,19705_N_Stand.JPG,,,,,60,40,60,40,30,30,10,40,90,3,0.5,10,3,60,70,L,,,,,,,,,,,,,,,,,,,,,,,10,3,30,70,50,0,QUERC,30,20,60,40,90,10,10,90,3,98,,NLS,1,0,1,2,2217,2217,MA,MA,1051,1.224364861,0.918273646,0.918273645546373,0.306091215182124,0.107131925,0.694827058,1.83654729109275,0.918273645546373,1,1.25160697887971,1.25160697887971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14263850627487,2.14263850627487,1.53045607591062,1.45393327211509,1.93857769615345,1.2243648607285,1.2243648607285,0.306091215182124,0.918273645546373,0.306091215182124,0.0918273645546373,0.0612182430364249,0.153045607591062,0.894337313,0.991266197,1,1,0.741209443,0.887735945311703
MFSL,FIRESEV,6/6/2010,aspen,AZ,19706,4/17/2011,sparks,,37.20000076,,,U,3670335,221837,13,WGS84,4,m,2527,245,40,UMF,LI,LI,0.5,0,0,0.5,0,0,0,3,0,3,0.5,0.5,3,0,0.5,JUDE2,,,,,,,CF,50,10,10,3,10,0.5,20,0,0.5,0,19706_N_Ground.JPG,19706_N_Stand.JPG,,,,,98,40,80,90,90,90,50,70,60,40,0.5,30,3,98,30,M,0,QUERC,20,10,98,10,H,10,0.5,98,50,U,1,QUERC,30,3,98,60,-80,L,0,QUERC,,,,,,,,,,,,,,,,,,,SR,3,3,3,2,2051,2006,PO,SH,1051,2.754820937,2.754820937,2.75482093663912,1.53045607591062,1.239669421,2.206917661,2.99969390878482,2.14263850627487,2,1.78558310376492,2.38077747168656,2.99969390878482,2.75482093663912,3,2.91817161514131,2.99969390878482,1.53045607591062,0,1.38253749617386,1.51004999489848,2.99969390878482,1.2243648607285,1,1.30601469237833,1.7413529231711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.766171819,2.109682685,3,2.666666667,2.267943474,2.19541961966204
MFSL,FIRESEV,6/6/2010,aspen,AZ,19707,4/17/2011,sparks,,37.20000076,,,U,3670468,221592,13,WGS84,3,m,2501,255,25,UMF,LI,LI,30,0,0.5,20,10,0,0,10,0.5,10,0,0.5,0.5,0,0.5,PIPO,,QUERC,,,,,CF,10,10,10,60,10,0.5,3,0,0.5,0,19707_N_Ground.JPG,19707_N_Stand.JPG,,,,,98,40,70,70,60,50,10,98,80,20,0.5,20,3,98,40,M,,,,,,,,,,,,,,,10,3,98,60,-70,U,0,QUERC,,,,,,,,20,10,60,40,50,10,10,80,20,98,,MS,2,2,3,2,2051,2051,MA,MA,1052,2.142638506,1.836547291,1.53045607591062,0.306091215182124,0.627486991,1.288644016,2.99969390878482,1.83654729109275,2,2.27874706662585,2.27874706662585,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99969390878482,1.2243648607285,0,1.05601469237833,1.40801958983777,NA,NA,NA,NA,NA,1.2243648607285,1.2243648607285,1.53045607591062,1.32639526578921,0.612182430364248,0.612182430364248,0.0612182430364249,0.428527701254974,1.275665748,1.346066728,2,2.333333333,1.237652195,1.42014080195898
MFSL,FIRESEV,6/6/2010,aspen,AZ,19708,4/17/2011,sparks,,37.20000076,,,U,3670695,221537,13,WGS84,5,m,2475,240,25,UMF,CC,CC,3,0.5,3,0,0,0,0,0,0,0,0,10,10,0,0.5,,,,,,,,CF,40,10,20,10,10,0.5,10,0,0.5,0,19708_N_Ground.JPG,19708_N_Stand.JPG,,,,,90,50,70,80,70,80,40,98,50,40,3,30,10,90,30,M,0,QUERC,,,,,,,,,,,,,10,3,70,60,-70,U,0,QUERC,10,3,20,80,50,0,QUERC,,,,,,,,,,,,MS,3,3,3,2,2051,2051,SH,HE,1051,2.448729721,2.142638506,2.44872972145699,1.2243648607285,1.316192225,1.916131007,2.75482093663912,2.14263850627487,2,1.7243648607285,2.299153147638,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14263850627487,1.2243648607285,0,0.841750841750842,1.12233445566779,2.44872972145699,2.44872972145699,1.53045607591062,1.60697887970615,2.14263850627487,NA,NA,NA,NA,NA,NA,NA,NA,1.522306397,1.870064279,3,2.666666667,1.940879312,1.97430874400571
MFSL,FIRESEV,6/6/2010,aspen,AZ,19709,4/17/2011,sparks,,37.20000076,,,U,3670714,221212,13,WGS84,4,m,2430,280,7,UMF,LI,LI,40,0,0,20,20,0,0,0,0,0,0,0.5,0.5,0,0.5,PIPO,,,,,,,CF,20,10,3,50,10,0.5,10,0,0.5,0,19709_N_Ground.JPG,19709_N_Stand.JPG,,,,,98,60,70,80,70,80,20,60,70,30,0.5,10,3,98,50,L,,,,,,,,,,,,,,,,,,,,,,,10,3,40,60,50,0,JUDE2,,,,,,20,20,98,0,98,,MS,2,0,2,2,2054,2054,MA,MA,1051,2.448729721,2.142638506,2.44872972145699,0.612182430364248,0.933578206,1.717171717,2.99969390878482,1.53045607591062,1,1.84338332823181,1.84338332823181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83654729109275,1.83654729109275,1.53045607591062,1.30088766452403,1.73451688603204,NA,NA,NA,NA,0.0612182430364249,0,0.0612182430364249,0.0408121620242832,1.225563718,1.333971023,2,1.333333333,1.372416293,1.39625548413427
MFSL,FIRESEV,6/6/2010,aspen,AZ,19710,4/17/2011,sparks,,37.20000076,,,U,3670888,220983,13,WGS84,4,m,2405,355,3,UMF,LI,LI,30,0,0.5,10,20,0,0,0,0,0,0,0.5,0.5,0,0.5,PIPO,PIST3,,,,,,CF,10,20,10,60,3,0.5,0.5,0,0.5,0,19710_N_Ground.JPG,19710_N_Stand.JPG,,,,,40,60,60,30,20,20,50,10,90,10,0,10,10,30,90,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,90,10,98,20,20,98,0,98,,NLS,1,0,1,1,2054,2054,MA,MA,1051,0.918273646,0.61218243,0.612182430364248,1.53045607591062,0.306091215,0.795837159,0.918273645546373,0.306091215182124,0,0.408121620242832,0.408121620242832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306091215182124,0.306091215182124,0.0612182430364249,0.224466891133558,0.0612182430364249,0,0.0612182430364249,0.0408121620242832,0.367309458,0.367309458,1,0.666666667,0.548923579,0.54892357922661
MFSL,FIRESEV,7/25/2010,Dominic Point,MT,37501,9/21/2011,"G. Dillon, S. Parks",,37.20000076,,,U,5133768,275404,12,WGS84,2.4,m,2339,340,35,UMF,CC,LI,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.5,,,,,,,1055,CF,0.5,3,30,0,0.5,0.5,60,0,0.5,0,37501_N_Ground.JPG,37501_N_Stand.JPG,,,Taco,,98,30,90,98,60,90,20,,0.5,98,0.5,40,3,98,20,M,1,VAME,,,,,,,,,,,,,0.5,0.5,98,0,-98,H,0,ABLA,3,0.5,0,98,0,0,ABLA,10,0.5,0,98,0,20,0.5,0,98,0,,SR,3,3,2,2,2055,2006,MA,HE,1055,2.999693909,1.836547291,2.75482093663912,0.612182430364248,3.01499847,2.243648607,2.99969390878482,2.44872972145699,2,2.11210590756045,2.48280787674727,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99969390878482,3.06091215182124,3,2.26515151515152,3.02020202020202,3.06091215182124,2.99969390878482,3.06091215182124,2.28037955310683,3.0405060708091,3.06091215182124,2.99969390878482,3.06091215182124,3.0405060708091,3.06091215182124,2.99969390878482,3.06091215182124,3.0405060708091,2.497049621,2.811362786,3,2.333333333,2.267870088,2.59389927183808
MFSL,FIRESEV,7/25/2010,Dominic Point,MT,37502,9/21/2011,"G. Dillon, S. Parks",,37.20000076,,,U,5134265,276990,12,WGS84,5,m,2427,100,15,UMF,LI,CV,10,3,0.5,0.5,10,0,0,0,0,0,0,10,40,0,0.5,PIAL,,,,XETE,CAGE2,1046,CF,0.5,0.5,0.5,90,3,0.5,3,0,0.5,0,37502_N_Ground.JPG,37502_N_Stand.JPG,,,Taco,,70,20,40,10,3,10,3,3,98,3,0,40,50,10,98,U,0,ABLA,,,,,,,,,,,,,3,0.5,50,50,-50,L,0,PIAL,3,0.5,30,70,10,0,PIAL,30,10,30,70,20,,,,,,Right near apparent fire perimeter. Some PIAL might have been dead before the fire (blister rust?). There are red needles on PIAL outside the burn.,MS,1,2,1,1,2046,2046,MA,MA,1046,0.306091215,0.091827365,0.306091215182124,0.0918273645546373,0.091827365,0.177532905,0.306091215182124,0.0612182430364249,0,0.0918273645546373,0.12243648607285,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53045607591062,1.53045607591062,1,1.01522803795531,1.35363738394041,2.14263850627487,2.14263850627487,2.75482093663912,1.76002448729721,2.34669931639629,2.14263850627487,2.14263850627487,2.44872972145699,2.24466891133558,NA,NA,NA,NA,1.057856341,1.248995001,1,1.333333333,0.371485128,0.905095781042751
UIFR,FIRESEV,7/26/2010,Rooster Rock,OR,200801,6/2/2011,S. Flanary,,37.20000076,,,U,4889750,617593,10,WGS84,5,m,1285,75,8,HIL,LI,CC,20,0,0.5,10,10,0,0,0.5,0.5,0,0,0.5,0.5,0,0,PIPO,,PIPO,,PIPO,,1053,CF,3,0.5,0.5,70,0.5,0,20,0.5,0.5,0,200801_N_Ground.JPG,200801_N_Stand.JPG,,,Gyro,"Near west boundary of Rooster Rock Fire, possibly where they burned off the fireline.",98,60,70,,90,98,40,,80,20,0.5,3,0.5,98,80,M,0,PUTR2,,,,,,,,,,,,,10,3,98,90,,H,0,,3,3,10,90,30,0,PIPO,20,20,80,20,90,,,,,,C. Species for smallest branch = ARPA (Arctostaphylos,MS,2,1,2,2,2053,2053,PO,PO,1053,,2.754820937,2.99969390878482,1.2243648607285,0.627486991,1.901591674,2.99969390878482,0.612182430364248,2,1.40296908478727,1.87062544638302,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99969390878482,0.306091215182124,3,1.57644628099174,2.10192837465565,2.75482093663912,2.75482093663912,2.14263850627487,1.91307009488828,2.5507601265177,0.612182430364248,0.612182430364248,0.306091215182124,0.51015202530354,NA,NA,NA,NA,1.460845832,1.787011529,2,1.666666667,1.63945944,1.65189563990069
MFSL,FIRESEV,8/2/2010,Rooster Rock,OR,200806,6/2/2011,S. Flanary,,37.20000076,,,U,4893397,615287,10,WGS84,5,m,1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olympus  photo IDs 34 (Ground) and 35 (Stand)? picture files missing,Rapid Assessment (No aspect or slope recorded),98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid Assessment,MS,2,2,3,1,2056,2056,PO,PO,1053,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,2,2,,NA
MFSL,FIRESEV,8/2/2010,Rooster Rock,OR,200807,6/2/2011,S. Flanary,,37.20000076,,,U,4892111,614581,10,WGS84,5,m,1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olympus  photo IDs 36 (Ground) and 37 (Stand)? picture files missing,Rapid Assessment (No aspect or slope recorded),98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid Assessment,NLS,1,1,2,1,2056,2056,PO,PO,1053,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,1,1.333333333,,NA
MFSL,FIRESEV,8/12/2010,Rooster Rock,OR,200808,6/2/2011,S. Flanary,,37.20000076,,,U,4889559,617293,10,WGS84,4,m,1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olympus  photo IDs 38 (Ground) and 39 (Stand)? picture files missing,Rapid Assessment (No aspect or slope recorded),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rapid Assessment,SR,3,3,3,2,2053,2053,PO,HE,1053,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,3,2.666666667,,NA
