lwr,mean,upr,param,radius
-0.5874587103865733,-0.5374423561089542,-0.4895861436613335,b_neighborhood_mean_ndvi.preFire_ndvi,4
-0.06791938996557081,-0.006370922258882899,0.053557688987227826,b_het_ndvi.neighborhood_mean_ndvi,4
-0.05365122821172602,0.008844081654397831,0.07231695126442379,b_het_ndvi.preFire_ndvi,4
-0.06992016077944498,-0.023367936535347293,0.022930782414025484,b_het_ndvi.fm100,4
-30.66567554181072,0.5691328605161213,32.348043748195316,b_intercept_prior,4
-1.9752237507389785,0.015690045188991874,2.0097414955811352,b_het_prior,4
-1.9444299835857108,-3.260402217828199e-4,1.958065953361382,b_topo_roughness_prior,4
-1.9339429894510236,-0.014276782487769878,1.9678825350540323,b_neighborhood_mean_prior,4
-1.951576952787329,-2.9132186847978753e-4,1.9334517961166626,b_preFire_ndvi_prior,4
-1.957876366623249,-0.013699053837824207,1.9261994257084931,b_fm100_prior,4
-2.023127623885922,-0.019718625441180686,1.9160212827505572,b_pahl_prior,4
-1.974507538460107,-0.0018211626876323463,1.951481576410354,b_neighborhood_mean_ndvi.preFire_ndvi_prior,4
-1.9914687697733964,-0.005123795195049664,1.94027329917726,b_het_ndvi.neighborhood_mean_ndvi_prior,4
-1.9209455634674923,0.02137554087895285,1.9927107007804987,b_het_ndvi.preFire_ndvi_prior,4
-1.9201300329545918,-0.015750534101616923,1.9180753836738156,b_het_ndvi.fm100_prior,4
