lwr,mean,upr,param,radius
-0.5518589604511691,-0.5049733662764009,-0.45766534956545896,b_neighborhood_mean_ndvi.preFire_ndvi,4
-0.047849160305155264,0.010498745536596465,0.06827767665984186,b_het_ndvi.neighborhood_mean_ndvi,4
-0.04496176409274191,0.016064376369094028,0.07770874802162892,b_het_ndvi.preFire_ndvi,4
-0.05633259782999686,-0.009780528317111806,0.036323776601009765,b_het_ndvi.fm100,4
-31.923170049178218,-0.05993162783775691,32.20148908585219,b_intercept_prior,4
-1.9729360329632062,9.346255790590966e-5,1.9934249712600143,b_het_prior,4
-2.04600801493992,-0.024087296828306525,1.9726644975559617,b_topo_roughness_prior,4
-1.9338326985010745,0.0035872675447768286,1.9517680457586501,b_neighborhood_mean_prior,4
-2.0060904209872685,0.004997767830369413,1.966987708190511,b_preFire_ndvi_prior,4
-1.957279284940523,0.017318107112767923,1.9737183126973123,b_fm100_prior,4
-2.001460627818894,-0.011355431196668275,1.9290797253641165,b_pahl_prior,4
-1.9678187942301562,0.014701615563097733,1.9774914199470057,b_neighborhood_mean_ndvi.preFire_ndvi_prior,4
-1.9893054000153043,-0.004563386506066243,1.92868248939719,b_het_ndvi.neighborhood_mean_ndvi_prior,4
-1.974127625943938,-0.01235225680905291,1.9589747323090025,b_het_ndvi.preFire_ndvi_prior,4
-1.9530051003523141,-0.007753217923693208,1.9538055199064315,b_het_ndvi.fm100_prior,4
